step,accuracy,loss
1,0.10011942684650421,360.2555236816406
2,0.13047373294830322,357.71807861328125
3,0.21914809942245483,333.0887756347656
4,0.22372612357139587,325.0211486816406
5,0.3594745397567749,262.3995361328125
6,0.3867436349391937,266.1392517089844
7,0.47641322016716003,216.6572265625
8,0.5026870965957642,219.94296264648438
9,0.5422970056533813,206.74398803710938
10,0.5773288011550903,191.25662231445312
11,0.5800159573554993,187.55015563964844
12,0.6302747130393982,170.93455505371094
13,0.6283837556838989,165.95144653320312
14,0.6419187784194946,163.23770141601562
15,0.6417197585105896,162.02139282226562
16,0.6521695852279663,156.25953674316406
17,0.6534633636474609,154.58273315429688
18,0.6584395170211792,152.5417022705078
19,0.6642118096351624,151.1801300048828
20,0.6671974658966064,149.8530731201172
21,0.6827229261398315,141.76573181152344
22,0.6803343892097473,141.26136779785156
23,0.6833200454711914,140.91868591308594
24,0.6896895170211792,137.663818359375
25,0.6864052414894104,137.0730743408203
26,0.6920780539512634,136.57333374023438
27,0.6940684914588928,133.93218994140625
28,0.6894904375076294,135.2281494140625
29,0.6979498267173767,132.94247436523438
30,0.7045183181762695,130.28042602539062
31,0.7088972926139832,128.94735717773438
32,0.7100915908813477,126.95384979248047
33,0.7134753465652466,126.71833801269531
34,0.712380588054657,125.00051879882812
35,0.7089968323707581,127.43326568603516
36,0.7159633636474609,124.71444702148438
37,0.7134753465652466,125.17781829833984
38,0.712181568145752,126.6761245727539
39,0.7152667045593262,124.14606475830078
40,0.7157643437385559,123.53538513183594
41,0.7275079488754272,119.47166442871094
42,0.7233280539512634,120.07504272460938
43,0.7214370965957642,121.3207778930664
44,0.7290008068084717,117.96224975585938
45,0.693869411945343,132.69052124023438
46,0.7320860028266907,116.91104888916016
47,0.7357683181762695,116.69322204589844
48,0.7340764403343201,115.65223693847656
49,0.7410430312156677,113.0328598022461
